Store,Dept,Date,Weekly_Sales,IsHoliday
43,12,2011-03-18,46.71,False
43,12,2011-03-25,88.75,False
43,12,2011-04-01,118.58,False
43,12,2011-04-08,68.95,False
43,12,2011-04-15,89.53,False
43,12,2011-04-22,94.3,False
43,12,2011-04-29,105.01,False
43,12,2011-05-06,76.23,False
43,12,2011-05-13,99.22,False
43,12,2011-05-20,85.06,False
43,12,2011-05-27,82.34,False
43,12,2011-06-03,73.33,False
43,12,2011-06-10,100.25,False
43,12,2011-06-17,94.23,False
43,12,2011-06-24,84.57,False
43,12,2011-07-01,108.69,False
43,12,2011-07-08,126.93,False
43,12,2011-07-15,100.65,False
43,12,2011-07-22,80.15,False
43,12,2011-07-29,64.16,False
43,12,2011-08-05,93.53,False
43,12,2011-08-12,113.82,False
43,12,2011-08-19,80.66,False
43,12,2011-08-26,54.38,False
43,12,2011-09-02,61.63,False
43,12,2011-09-09,89.85,True
43,12,2011-09-16,103.57,False
43,12,2011-09-23,89.63,False
43,12,2011-09-30,84.16,False
43,12,2011-10-07,64.36,False
43,12,2011-10-14,68.06,False
43,12,2011-10-21,72.82,False
43,12,2011-10-28,98.09,False
43,12,2011-11-04,87.33,False
43,12,2011-11-11,72.41,False
43,12,2011-11-18,53.32,False
43,12,2011-11-25,55.02,True
43,12,2011-12-02,77.31,False
43,12,2011-12-09,85.85,False
43,12,2011-12-16,102.21,False
43,12,2011-12-23,97.67,False
43,12,2011-12-30,43.25,True
43,12,2012-01-06,62.9,False
43,12,2012-01-13,95.62,False
43,12,2012-01-20,100.6,False
43,12,2012-01-27,76.69,False
43,12,2012-02-03,114.26,False
43,12,2012-02-10,71.53,True
43,12,2012-02-17,44.53,False
43,12,2012-02-24,63.04,False
43,12,2012-03-02,90.26,False
43,12,2012-03-09,57.01,False
43,12,2012-03-16,88.27,False
43,12,2012-03-23,62.29,False
43,12,2012-03-30,83.57,False
43,12,2012-04-06,60.82,False
43,12,2012-04-13,70.65,False
43,12,2012-04-20,49.81,False
43,12,2012-04-27,98.06,False
43,12,2012-05-04,41.36,False
43,12,2012-05-11,62.95,False
43,12,2012-05-18,54.01,False
43,12,2012-05-25,67.82,False
43,12,2012-06-01,96.24,False
43,12,2012-06-08,91.72,False
43,12,2012-06-15,53.6,False
43,12,2012-06-22,66.28,False
43,12,2012-06-29,52.23,False
43,12,2012-07-06,68.21,False
43,12,2012-07-13,52.04,False
43,12,2012-07-20,121.62,False
43,12,2012-07-27,127.59,False
43,12,2012-08-03,107.23,False
43,12,2012-08-10,87.42,False
43,12,2012-08-17,54.33,False
43,12,2012-08-24,118.81,False
43,12,2012-08-31,32.09,False
43,12,2012-09-07,105.44,True
43,12,2012-09-14,71.24,False
43,12,2012-09-21,81.43,False
43,12,2012-09-28,63.53,False
43,12,2012-10-05,77.21,False
43,12,2012-10-12,48.41,False
43,12,2012-10-19,74.42,False
43,12,2012-10-26,56.96,False
43,13,2010-02-05,19169.51,False
43,13,2010-02-12,17647.14,True
43,13,2010-02-19,19851.35,False
43,13,2010-02-26,19396.3,False
43,13,2010-03-05,21313.58,False
43,13,2010-03-12,19487.95,False
43,13,2010-03-19,20445.69,False
43,13,2010-03-26,18395.43,False
43,13,2010-04-02,18664.53,False
43,13,2010-04-09,19378.57,False
43,13,2010-04-16,20471.32,False
43,13,2010-04-23,20129.64,False
43,13,2010-04-30,19607.39,False
43,13,2010-05-07,20609.75,False
43,13,2010-05-14,18446.65,False
43,13,2010-05-21,19992.86,False
43,13,2010-05-28,18644.14,False
43,13,2010-06-04,20946.82,False
43,13,2010-06-11,19138.29,False
43,13,2010-06-18,19690.41,False
43,13,2010-06-25,18844.31,False
43,13,2010-07-02,19701.36,False
43,13,2010-07-09,19714.83,False
43,13,2010-07-16,20676.56,False
43,13,2010-07-23,19628.27,False
43,13,2010-07-30,20013.01,False
43,13,2010-08-06,20106.96,False
43,13,2010-08-13,20941.99,False
43,13,2010-08-20,20749.53,False
43,13,2010-08-27,19729.48,False
43,13,2010-09-03,21489.44,False
43,13,2010-09-10,22210.74,True
43,13,2010-09-17,21305.51,False
43,13,2010-09-24,19906.69,False
43,13,2010-10-01,20704.18,False
43,13,2010-10-08,20920.3,False
43,13,2010-10-15,19585.1,False
43,13,2010-10-22,20741.34,False
43,13,2010-10-29,17442.41,False
43,13,2010-11-05,18167.91,False
43,13,2010-11-12,15727.81,False
43,13,2010-11-19,15934.82,False
43,13,2010-11-26,16551.76,True
43,13,2010-12-03,16955.66,False
43,13,2010-12-10,15789.86,False
43,13,2010-12-17,15952.85,False
43,13,2010-12-24,16291.81,False
43,13,2010-12-31,16354.24,True
43,13,2011-01-07,16927.11,False
43,13,2011-01-14,16304.67,False
43,13,2011-01-21,17443.89,False
43,13,2011-01-28,15823.05,False
43,13,2011-02-04,17877.94,False
43,13,2011-02-11,16247.61,True
43,13,2011-02-18,17465.85,False
43,13,2011-02-25,16729.6,False
43,13,2011-03-04,17687.45,False
43,13,2011-03-11,17091.28,False
43,13,2011-03-18,17211.44,False
43,13,2011-03-25,16389.41,False
43,13,2011-04-01,16818.87,False
43,13,2011-04-08,17697.34,False
43,13,2011-04-15,17253.69,False
43,13,2011-04-22,16582.84,False
43,13,2011-04-29,16347.97,False
43,13,2011-05-06,18418.77,False
43,13,2011-05-13,16340.24,False
43,13,2011-05-20,19050.64,False
43,13,2011-05-27,15664.07,False
43,13,2011-06-03,17229.36,False
43,13,2011-06-10,16956.43,False
43,13,2011-06-17,16280.09,False
43,13,2011-06-24,16325.98,False
43,13,2011-07-01,17004.02,False
43,13,2011-07-08,16335.35,False
43,13,2011-07-15,16830.53,False
43,13,2011-07-22,15868.68,False
43,13,2011-07-29,14888.93,False
43,13,2011-08-05,16264.6,False
43,13,2011-08-12,15585.17,False
43,13,2011-08-19,16631.51,False
43,13,2011-08-26,17666.69,False
43,13,2011-09-02,17978.9,False
43,13,2011-09-09,17898.29,True
43,13,2011-09-16,17514.45,False
43,13,2011-09-23,17662.62,False
43,13,2011-09-30,16523.74,False
43,13,2011-10-07,17684.88,False
43,13,2011-10-14,15517.89,False
43,13,2011-10-21,16502.78,False
43,13,2011-10-28,16418.35,False
43,13,2011-11-04,18302.32,False
43,13,2011-11-11,17578.27,False
43,13,2011-11-18,16606.45,False
43,13,2011-11-25,17120.96,True
43,13,2011-12-02,16902.37,False
43,13,2011-12-09,16678.24,False
43,13,2011-12-16,16425.27,False
43,13,2011-12-23,16805.15,False
43,13,2011-12-30,14815.05,True
43,13,2012-01-06,17430.59,False
43,13,2012-01-13,16837.56,False
43,13,2012-01-20,17246.24,False
43,13,2012-01-27,16671.36,False
43,13,2012-02-03,17569.88,False
43,13,2012-02-10,18261.02,True
43,13,2012-02-17,16750.62,False
43,13,2012-02-24,18656.72,False
43,13,2012-03-02,18894.67,False
43,13,2012-03-09,18959.52,False
43,13,2012-03-16,16727.44,False
43,13,2012-03-23,16696.97,False
43,13,2012-03-30,17365.7,False
43,13,2012-04-06,18113.52,False
43,13,2012-04-13,16483.68,False
43,13,2012-04-20,17758.23,False
43,13,2012-04-27,16566.92,False
43,13,2012-05-04,19048.15,False
43,13,2012-05-11,16703.61,False
43,13,2012-05-18,18398.09,False
43,13,2012-05-25,17668.2,False
43,13,2012-06-01,17183.07,False
43,13,2012-06-08,19073.84,False
43,13,2012-06-15,17355.14,False
43,13,2012-06-22,17255.96,False
43,13,2012-06-29,16895.72,False
43,13,2012-07-06,17729.7,False
43,13,2012-07-13,17245.05,False
43,13,2012-07-20,16769.9,False
43,13,2012-07-27,17018.86,False
43,13,2012-08-03,17365.46,False
43,13,2012-08-10,18680.61,False
43,13,2012-08-17,18465.81,False
43,13,2012-08-24,18021.91,False
43,13,2012-08-31,16671.47,False
43,13,2012-09-07,18923.08,True
43,13,2012-09-14,17237.6,False
43,13,2012-09-21,17688.1,False
43,13,2012-09-28,16529.55,False
43,13,2012-10-05,18809.0,False
43,13,2012-10-12,15999.79,False
43,13,2012-10-19,17359.69,False
43,13,2012-10-26,16135.77,False
43,14,2010-02-05,1406.9,False
43,14,2010-02-12,1785.41,True
43,14,2010-02-19,1463.95,False
43,14,2010-02-26,2029.48,False
43,14,2010-03-05,2411.56,False
43,14,2010-03-12,1986.89,False
43,14,2010-03-19,2486.59,False
43,14,2010-03-26,2033.46,False
43,14,2010-04-02,1700.98,False
43,14,2010-04-09,2120.09,False
43,14,2010-04-16,1689.97,False
43,14,2010-04-23,1732.53,False
43,14,2010-04-30,1975.08,False
43,14,2010-05-07,2271.92,False
43,14,2010-05-14,2298.4,False
43,14,2010-05-21,2063.19,False
43,14,2010-05-28,1878.89,False
43,14,2010-06-04,2154.76,False
43,14,2010-06-11,1783.49,False
43,14,2010-06-18,1628.97,False
43,14,2010-06-25,1492.45,False
43,14,2010-07-02,1537.13,False
43,14,2010-07-09,2969.59,False
43,14,2010-07-16,2686.14,False
43,14,2010-07-23,1999.99,False
43,14,2010-07-30,1521.03,False
43,14,2010-08-06,1892.04,False
43,14,2010-08-13,1410.91,False
43,14,2010-08-20,1654.64,False
43,14,2010-08-27,1446.69,False
43,14,2010-09-03,1513.85,False
43,14,2010-09-10,1579.84,True
43,14,2010-09-17,1497.31,False
43,14,2010-09-24,1132.74,False
43,14,2010-10-01,1156.56,False
43,14,2010-10-08,1313.0,False
43,14,2010-10-15,1478.01,False
43,14,2010-10-22,1381.36,False
43,14,2010-10-29,1377.27,False
43,14,2010-11-05,1412.18,False
43,14,2010-11-12,1522.7,False
43,14,2010-11-19,1987.38,False
43,14,2010-11-26,5409.11,True
43,14,2010-12-03,1260.7,False
43,14,2010-12-10,1345.42,False
43,14,2010-12-17,1686.02,False
43,14,2010-12-24,3419.98,False
43,14,2010-12-31,1858.69,True
43,14,2011-01-07,1353.3,False
43,14,2011-01-14,1118.29,False
43,14,2011-01-21,1329.6,False
43,14,2011-01-28,1234.34,False
43,14,2011-02-04,1469.78,False
43,14,2011-02-11,1410.5,True
43,14,2011-02-18,1598.01,False
43,14,2011-02-25,1208.39,False
43,14,2011-03-04,1540.7,False
43,14,2011-03-11,1151.9,False
43,14,2011-03-18,1040.23,False
43,14,2011-03-25,1501.9,False
43,14,2011-04-01,1578.13,False
43,14,2011-04-08,1492.87,False
43,14,2011-04-15,1457.44,False
43,14,2011-04-22,1823.79,False
43,14,2011-04-29,2065.5,False
43,14,2011-05-06,2357.72,False
43,14,2011-05-13,1784.63,False
43,14,2011-05-20,1620.95,False
43,14,2011-05-27,1275.16,False
43,14,2011-06-03,1616.5,False
43,14,2011-06-10,1329.96,False
43,14,2011-06-17,1015.12,False
43,14,2011-06-24,1176.42,False
43,14,2011-07-01,921.69,False
43,14,2011-07-08,1117.4,False
43,14,2011-07-15,1224.51,False
43,14,2011-07-22,1164.12,False
43,14,2011-07-29,907.16,False
43,14,2011-08-05,892.55,False
43,14,2011-08-12,1094.66,False
43,14,2011-08-19,913.14,False
43,14,2011-08-26,1188.65,False
43,14,2011-09-02,1211.68,False
43,14,2011-09-09,1412.7,True
43,14,2011-09-16,1386.48,False
43,14,2011-09-23,1408.22,False
43,14,2011-09-30,1335.87,False
43,14,2011-10-07,1457.57,False
43,14,2011-10-14,1352.75,False
43,14,2011-10-21,1523.76,False
43,14,2011-10-28,1348.86,False
43,14,2011-11-04,1730.64,False
43,14,2011-11-11,1843.96,False
43,14,2011-11-18,2182.36,False
43,14,2011-11-25,6030.84,True
43,14,2011-12-02,1203.06,False
43,14,2011-12-09,1651.36,False
43,14,2011-12-16,1825.18,False
43,14,2011-12-23,3283.95,False
43,14,2011-12-30,1958.03,True
43,14,2012-01-06,1544.51,False
43,14,2012-01-13,1359.48,False
43,14,2012-01-20,1527.04,False
43,14,2012-01-27,1160.99,False
43,14,2012-02-03,1349.52,False
43,14,2012-02-10,1812.55,True
43,14,2012-02-17,1798.83,False
43,14,2012-02-24,1518.02,False
43,14,2012-03-02,1827.51,False
43,14,2012-03-09,1570.35,False
43,14,2012-03-16,1852.11,False
43,14,2012-03-23,1867.71,False
43,14,2012-03-30,1484.58,False
43,14,2012-04-06,1530.31,False
43,14,2012-04-13,1750.21,False
43,14,2012-04-20,1467.44,False
43,14,2012-04-27,1401.77,False
43,14,2012-05-04,1387.7,False
43,14,2012-05-11,1422.76,False
43,14,2012-05-18,1585.39,False
43,14,2012-05-25,1775.33,False
43,14,2012-06-01,1963.08,False
43,14,2012-06-08,1686.46,False
43,14,2012-06-15,1882.3,False
43,14,2012-06-22,1732.01,False
43,14,2012-06-29,1394.37,False
43,14,2012-07-06,1744.86,False
43,14,2012-07-13,1428.38,False
43,14,2012-07-20,1508.96,False
43,14,2012-07-27,1665.13,False
43,14,2012-08-03,1259.87,False
43,14,2012-08-10,1432.06,False
43,14,2012-08-17,1634.58,False
43,14,2012-08-24,1505.5,False
43,14,2012-08-31,1300.33,False
43,14,2012-09-07,1716.9,True
43,14,2012-09-14,1766.16,False
43,14,2012-09-21,1634.63,False
43,14,2012-09-28,1361.78,False
43,14,2012-10-05,1711.9,False
43,14,2012-10-12,1580.8,False
43,14,2012-10-19,1716.74,False
43,14,2012-10-26,1366.85,False
43,16,2010-02-05,2145.66,False
43,16,2010-02-12,4099.41,True
43,16,2010-02-19,2668.95,False
43,16,2010-02-26,1883.36,False
43,16,2010-03-05,2078.17,False
43,16,2010-03-12,2803.7,False
43,16,2010-03-19,3435.76,False
43,16,2010-03-26,2898.31,False
43,16,2010-04-02,3345.56,False
43,16,2010-04-09,5937.06,False
43,16,2010-04-16,3829.14,False
43,16,2010-04-23,3197.57,False
43,16,2010-04-30,2872.18,False
43,16,2010-05-07,3486.36,False
43,16,2010-05-14,4850.65,False
43,16,2010-05-21,3745.62,False
43,16,2010-05-28,4070.0,False
43,16,2010-06-04,6738.18,False
43,16,2010-06-11,3683.01,False
43,16,2010-06-18,4643.34,False
43,16,2010-06-25,4808.47,False
43,16,2010-07-02,3602.76,False
43,16,2010-07-09,5629.88,False
43,16,2010-07-16,3077.62,False
43,16,2010-07-23,3128.98,False
43,16,2010-07-30,3530.21,False
43,16,2010-08-06,3424.05,False
43,16,2010-08-13,3894.58,False
43,16,2010-08-20,3263.35,False
43,16,2010-08-27,2828.92,False
43,16,2010-09-03,3373.43,False
43,16,2010-09-10,4611.12,True
43,16,2010-09-17,2775.89,False
43,16,2010-09-24,2451.7,False
43,16,2010-10-01,2376.84,False
43,16,2010-10-08,2482.25,False
43,16,2010-10-15,2839.48,False
43,16,2010-10-22,2587.92,False
43,16,2010-10-29,1810.33,False
43,16,2010-11-05,1923.47,False
43,16,2010-11-12,2059.11,False
43,16,2010-11-19,1715.25,False
43,16,2010-11-26,2436.56,True
43,16,2010-12-03,1269.5,False
43,16,2010-12-10,1468.04,False
43,16,2010-12-17,1524.81,False
43,16,2010-12-24,1832.48,False
43,16,2010-12-31,1308.09,True
43,16,2011-01-07,1237.88,False
43,16,2011-01-14,1613.31,False
43,16,2011-01-21,2009.92,False
43,16,2011-01-28,2233.37,False
43,16,2011-02-04,2112.35,False
43,16,2011-02-11,2558.68,True
43,16,2011-02-18,2214.01,False
43,16,2011-02-25,2426.6,False
43,16,2011-03-04,1874.38,False
43,16,2011-03-11,2080.02,False
43,16,2011-03-18,3523.45,False
43,16,2011-03-25,2884.13,False
43,16,2011-04-01,3250.05,False
43,16,2011-04-08,2678.86,False
43,16,2011-04-15,2281.97,False
43,16,2011-04-22,3563.21,False
43,16,2011-04-29,4733.74,False
43,16,2011-05-06,2765.16,False
43,16,2011-05-13,3937.52,False
43,16,2011-05-20,2754.87,False
43,16,2011-05-27,3167.36,False
43,16,2011-06-03,5367.42,False
43,16,2011-06-10,3357.51,False
43,16,2011-06-17,3230.12,False
43,16,2011-06-24,4209.41,False
43,16,2011-07-01,2733.67,False
43,16,2011-07-08,5347.33,False
43,16,2011-07-15,2716.68,False
43,16,2011-07-22,2303.52,False
43,16,2011-07-29,1967.52,False
43,16,2011-08-05,2032.16,False
43,16,2011-08-12,2167.37,False
43,16,2011-08-19,1967.05,False
43,16,2011-08-26,1913.35,False
43,16,2011-09-02,1979.09,False
43,16,2011-09-09,3903.6,True
43,16,2011-09-16,2289.37,False
43,16,2011-09-23,2169.45,False
43,16,2011-09-30,1842.09,False
43,16,2011-10-07,1669.71,False
43,16,2011-10-14,2135.87,False
43,16,2011-10-21,1679.85,False
43,16,2011-10-28,1842.93,False
43,16,2011-11-04,1712.4,False
43,16,2011-11-11,1098.08,False
43,16,2011-11-18,1454.88,False
43,16,2011-11-25,1925.66,True
43,16,2011-12-02,793.63,False
43,16,2011-12-09,1006.42,False
43,16,2011-12-16,1125.33,False
43,16,2011-12-23,1345.25,False
43,16,2011-12-30,1267.28,True
43,16,2012-01-06,1672.02,False
43,16,2012-01-13,1197.25,False
43,16,2012-01-20,1722.7,False
43,16,2012-01-27,1924.19,False
43,16,2012-02-03,1149.67,False
43,16,2012-02-10,2449.6,True
43,16,2012-02-17,1408.86,False
43,16,2012-02-24,1792.61,False
43,16,2012-03-02,1739.54,False
43,16,2012-03-09,2162.53,False
43,16,2012-03-16,2608.67,False
43,16,2012-03-23,1432.2,False
43,16,2012-03-30,2825.34,False
43,16,2012-04-06,2900.54,False
43,16,2012-04-13,4528.57,False
43,16,2012-04-20,2391.79,False
43,16,2012-04-27,2842.66,False
43,16,2012-05-04,2894.5,False
43,16,2012-05-11,2460.45,False
43,16,2012-05-18,3798.8,False
43,16,2012-05-25,2957.71,False
43,16,2012-06-01,4344.77,False
43,16,2012-06-08,2863.99,False
43,16,2012-06-15,2494.61,False
43,16,2012-06-22,3491.41,False
43,16,2012-06-29,2216.68,False
43,16,2012-07-06,4576.63,False
43,16,2012-07-13,2846.36,False
43,16,2012-07-20,2604.84,False
43,16,2012-07-27,1966.04,False
43,16,2012-08-03,2082.67,False
43,16,2012-08-10,2567.67,False
43,16,2012-08-17,2281.52,False
43,16,2012-08-24,2069.75,False
43,16,2012-08-31,2426.91,False
43,16,2012-09-07,3393.37,True
43,16,2012-09-14,1379.82,False
43,16,2012-09-21,1850.64,False
43,16,2012-09-28,1818.72,False
43,16,2012-10-05,1879.47,False
43,16,2012-10-12,1761.2,False
43,16,2012-10-19,1515.82,False
43,16,2012-10-26,1441.77,False
43,17,2010-02-05,809.79,False
43,17,2010-02-12,873.12,True
43,17,2010-02-19,851.95,False
43,17,2010-02-26,869.13,False
43,17,2010-03-05,823.97,False
43,17,2010-03-12,831.57,False
43,17,2010-03-19,868.71,False
43,17,2010-03-26,622.56,False
43,17,2010-04-02,803.87,False
43,17,2010-04-09,663.29,False
43,17,2010-04-16,773.31,False
43,17,2010-04-23,704.7,False
43,17,2010-04-30,747.42,False
43,17,2010-05-07,752.98,False
43,17,2010-05-14,726.89,False
43,17,2010-05-21,668.73,False
43,17,2010-05-28,722.65,False
43,17,2010-06-04,633.35,False
43,17,2010-06-11,882.07,False
43,17,2010-06-18,686.2,False
43,17,2010-06-25,572.52,False
43,17,2010-07-02,669.68,False
43,17,2010-07-09,767.44,False
43,17,2010-07-16,702.91,False
43,17,2010-07-23,662.55,False
43,17,2010-07-30,519.3,False
43,17,2010-08-06,736.58,False
43,17,2010-08-13,559.42,False
43,17,2010-08-20,802.17,False
43,17,2010-08-27,688.5,False
43,17,2010-09-03,636.98,False
43,17,2010-09-10,695.23,True
43,17,2010-09-17,721.08,False
43,17,2010-09-24,592.61,False
43,17,2010-10-01,848.12,False
43,17,2010-10-08,744.51,False
43,17,2010-10-15,644.31,False
43,17,2010-10-22,793.71,False
43,17,2010-10-29,945.26,False
43,17,2010-11-05,880.57,False
43,17,2010-11-12,576.75,False
43,17,2010-11-19,722.29,False
43,17,2010-11-26,803.16,True
43,17,2010-12-03,829.67,False
43,17,2010-12-10,1051.86,False
43,17,2010-12-17,908.53,False
43,17,2010-12-24,952.82,False
43,17,2010-12-31,796.13,True
43,17,2011-01-07,703.08,False
43,17,2011-01-14,639.69,False
43,17,2011-01-21,562.14,False
43,17,2011-01-28,694.73,False
43,17,2011-02-04,2809.45,False
43,17,2011-02-11,789.06,True
43,17,2011-02-18,653.77,False
43,17,2011-02-25,846.57,False
43,17,2011-03-04,1099.66,False
43,17,2011-03-11,785.42,False
43,17,2011-03-18,870.24,False
43,17,2011-03-25,736.28,False
43,17,2011-04-01,553.82,False
43,17,2011-04-08,570.25,False
43,17,2011-04-15,746.59,False
43,17,2011-04-22,645.92,False
43,17,2011-04-29,725.53,False
43,17,2011-05-06,601.87,False
43,17,2011-05-13,646.83,False
43,17,2011-05-20,568.62,False
43,17,2011-05-27,602.27,False
43,17,2011-06-03,591.31,False
43,17,2011-06-10,642.56,False
43,17,2011-06-17,618.02,False
43,17,2011-06-24,481.85,False
43,17,2011-07-01,543.7,False
43,17,2011-07-08,511.87,False
43,17,2011-07-15,497.87,False
43,17,2011-07-22,544.97,False
43,17,2011-07-29,506.72,False
43,17,2011-08-05,601.63,False
43,17,2011-08-12,450.5,False
43,17,2011-08-19,415.45,False
43,17,2011-08-26,383.88,False
43,17,2011-09-02,401.28,False
43,17,2011-09-09,386.46,True
43,17,2011-09-16,499.59,False
43,17,2011-09-23,411.96,False
43,17,2011-09-30,500.56,False
43,17,2011-10-07,349.0,False
43,17,2011-10-14,348.23,False
43,17,2011-10-21,506.93,False
43,17,2011-10-28,461.24,False
43,17,2011-11-04,638.84,False
43,17,2011-11-11,493.47,False
43,17,2011-11-18,504.0,False
43,17,2011-11-25,1205.06,True
43,17,2011-12-02,696.9,False
43,17,2011-12-09,503.11,False
43,17,2011-12-16,657.08,False
43,17,2011-12-23,575.99,False
43,17,2011-12-30,409.27,True
43,17,2012-01-06,406.14,False
43,17,2012-01-13,467.79,False
43,17,2012-01-20,439.34,False
43,17,2012-01-27,422.36,False
43,17,2012-02-03,422.51,False
43,17,2012-02-10,510.68,True
43,17,2012-02-17,553.16,False
43,17,2012-02-24,730.25,False
43,17,2012-03-02,722.84,False
43,17,2012-03-09,785.67,False
43,17,2012-03-16,827.31,False
43,17,2012-03-23,719.05,False
43,17,2012-03-30,636.52,False
43,17,2012-04-06,536.18,False
43,17,2012-04-13,371.27,False
43,17,2012-04-20,750.5,False
43,17,2012-04-27,452.46,False
43,17,2012-05-04,649.38,False
43,17,2012-05-11,638.61,False
43,17,2012-05-18,568.32,False
43,17,2012-05-25,348.6,False
43,17,2012-06-01,370.19,False
43,17,2012-06-08,357.4,False
43,17,2012-06-15,279.96,False
43,17,2012-06-22,299.4,False
43,17,2012-06-29,303.93,False
43,17,2012-07-06,318.94,False
43,17,2012-07-13,388.46,False
43,17,2012-07-20,426.49,False
43,17,2012-07-27,324.5,False
43,17,2012-08-03,309.85,False
43,17,2012-08-10,317.9,False
43,17,2012-08-17,356.39,False
43,17,2012-08-24,334.33,False
43,17,2012-08-31,385.74,False
43,17,2012-09-07,463.64,True
43,17,2012-09-14,412.68,False
43,17,2012-09-21,414.68,False
43,17,2012-09-28,335.76,False
43,17,2012-10-05,400.11,False
43,17,2012-10-12,333.4,False
43,17,2012-10-19,393.92,False
43,17,2012-10-26,375.88,False
43,18,2010-02-05,861.5,False
43,18,2010-02-12,3043.25,True
43,18,2010-02-19,664.0,False
43,18,2010-02-26,3.25,False
43,18,2010-03-05,128.66,False
43,18,2010-03-12,406.82,False
43,18,2010-03-19,702.1,False
43,18,2010-03-26,804.8,False
43,18,2010-04-02,2267.97,False
43,18,2010-04-09,925.41,False
43,18,2010-04-16,2.99,False
43,18,2010-06-18,1.0,False
43,18,2010-08-06,1.0,False
43,18,2010-09-17,25.35,False
43,18,2010-09-24,452.03,False
43,18,2010-10-01,620.25,False
43,18,2010-10-08,607.41,False
43,18,2010-10-15,748.05,False
43,18,2010-10-22,573.25,False
43,18,2010-10-29,529.5,False
43,18,2010-11-05,475.69,False
43,18,2010-11-12,231.34,False
43,18,2010-11-19,310.96,False
43,18,2010-11-26,395.94,True
43,18,2010-12-03,645.01,False
43,18,2010-12-10,866.43,False
43,18,2010-12-17,1381.05,False
43,18,2010-12-24,1268.65,False
43,18,2010-12-31,188.66,True
43,18,2011-01-14,-1.13,False
43,18,2011-01-21,37.0,False
43,18,2011-01-28,31.0,False
43,18,2011-02-04,266.0,False
43,18,2011-02-11,1819.23,True
43,18,2011-02-18,2919.79,False
43,18,2011-02-25,28.31,False
43,18,2011-03-04,0.85,False
43,18,2011-03-11,87.58,False
43,18,2011-03-18,386.54,False
43,18,2011-03-25,1182.62,False
43,18,2011-04-01,1108.13,False
43,18,2011-04-08,450.25,False
43,18,2011-04-15,742.59,False
43,18,2011-04-22,3967.38,False
43,18,2011-04-29,750.16,False
43,18,2011-05-06,27.0,False
43,18,2011-05-13,2.3,False
43,18,2011-06-10,0.3,False
43,18,2011-09-09,8.68,True
43,18,2011-09-23,33.54,False
43,18,2011-09-30,97.42,False
43,18,2011-10-07,157.45,False
43,18,2011-10-14,368.02,False
43,18,2011-10-21,562.63,False
43,18,2011-10-28,708.8,False
43,18,2011-11-04,762.11,False
43,18,2011-11-11,332.97,False
43,18,2011-11-18,144.01,False
43,18,2011-11-25,103.31,True
43,18,2011-12-02,378.47,False
43,18,2011-12-09,660.38,False
43,18,2011-12-16,1730.32,False
43,18,2011-12-23,1668.16,False
43,18,2011-12-30,526.94,True
43,18,2012-01-06,255.75,False
43,18,2012-01-13,119.35,False
43,18,2012-01-20,403.0,False
43,18,2012-01-27,492.59,False
43,18,2012-02-03,604.12,False
43,18,2012-02-10,1420.57,True
43,18,2012-02-17,2485.61,False
43,18,2012-02-24,414.39,False
43,18,2012-03-02,457.25,False
43,18,2012-03-09,465.61,False
43,18,2012-03-16,1154.65,False
43,18,2012-03-23,973.77,False
43,18,2012-03-30,2124.6,False
43,18,2012-04-06,4868.12,False
43,18,2012-04-13,5717.17,False
43,18,2012-04-20,1197.94,False
43,18,2012-04-27,95.22,False
43,18,2012-05-11,1.0,False
43,18,2012-05-18,0.75,False
43,18,2012-05-25,4.1,False
43,18,2012-06-01,0.5,False
43,18,2012-06-08,10.0,False
43,18,2012-06-15,0.1,False
43,18,2012-07-27,1.0,False
43,18,2012-09-07,32.96,True
43,18,2012-09-14,91.77,False
43,18,2012-09-21,282.0,False
43,18,2012-09-28,265.39,False
43,18,2012-10-05,486.04,False
43,18,2012-10-12,399.84,False
43,18,2012-10-19,617.05,False
43,18,2012-10-26,1022.81,False
43,20,2010-06-04,28.0,False
43,20,2010-06-11,48.0,False
43,20,2010-06-18,85.5,False
43,20,2010-06-25,82.5,False
43,20,2010-07-02,100.0,False
43,20,2010-07-09,35.0,False
43,20,2010-07-16,32.5,False
43,20,2010-07-23,10.0,False
43,20,2010-07-30,24.0,False
43,20,2010-08-06,34.0,False
43,20,2010-08-13,12.0,False
43,20,2010-08-20,8.0,False
43,20,2010-08-27,72.0,False
43,20,2010-09-03,44.0,False
43,20,2010-09-10,4.0,True
43,20,2010-10-08,3.0,False
43,20,2011-02-11,28.0,True
43,20,2011-02-18,56.0,False
43,20,2011-02-25,36.0,False
43,20,2011-03-04,8.0,False
43,20,2011-05-13,29.85,False
43,20,2011-05-20,17.91,False
43,20,2011-05-27,5.97,False
43,20,2011-06-03,59.7,False
43,20,2011-06-10,5.97,False
43,20,2011-06-24,17.91,False
43,20,2011-07-01,43.96,False
43,20,2011-07-08,128.0,False
43,20,2011-07-15,152.0,False
43,20,2011-07-22,132.0,False
43,20,2011-07-29,108.0,False
43,20,2011-08-05,36.0,False
43,20,2011-08-12,20.0,False
43,20,2011-08-19,24.0,False
43,20,2011-08-26,8.0,False
43,20,2011-09-02,4.0,False
43,20,2011-09-09,8.0,True
43,20,2011-09-16,4.0,False
43,20,2011-09-23,4.0,False
43,20,2011-10-07,4.0,False
43,20,2011-10-21,20.0,False
43,20,2011-10-28,48.0,False
