user_id,anime_id,rating
20613,13659,10
20613,15451,10
20620,3318,8
20620,15451,7
20620,20785,8
20621,4053,-1
20621,10934,-1
20621,13659,-1
20621,15451,-1
20621,17777,-1
20621,20785,-1
20621,32542,-1
20624,651,8
20624,1887,10
20624,3318,9
20624,10934,7
20624,13659,8
20624,17777,8
20627,13659,6
20629,20785,7
20631,13659,10
20631,15451,10
20636,13659,8
20636,17777,8
20637,1887,7
20637,13659,6
20637,15451,6
20637,17777,5
20637,20785,7
20637,22123,5
20637,32542,6
20640,32542,10
20641,10681,9
20642,10197,7
20642,15451,7
20643,13659,7
20647,651,10
20647,7744,9
20647,13659,4
20647,15451,10
20647,17777,9
20648,15451,10
20648,20785,9
20649,15451,9
20650,4107,8
20650,32542,9
20651,13659,9
20651,15451,9
20651,20785,8
20654,651,-1
20654,7744,-1
20654,10934,-1
20654,13659,-1
20654,17777,-1
20654,20785,-1
20657,15451,7
20659,13659,8
20659,15451,8
20659,20785,9
20660,1887,-1
20661,15451,9
20662,13659,8
20663,8171,6
20663,16317,7
20664,4107,-1
20664,5262,-1
20665,13659,2
20667,15451,9
20667,20785,9
20670,13659,9
20670,15451,8
20670,17777,8
20670,22123,6
20671,1887,-1
20671,13659,9
20671,22123,-1
20672,651,4
20672,1630,7
20679,15451,10
20679,20785,8
20680,1887,8
20684,1887,7
20684,5262,6
20684,20785,8
20685,32542,7
20686,4053,8
20692,13659,-1
20692,15451,10
20692,20785,-1
20693,2148,-1
20694,5262,8
20694,10681,6
20694,13659,7
20694,15451,6
20700,3318,9
20702,8171,7
20702,13659,6
20702,17777,7
20702,32542,6
20704,4053,-1
20704,15451,-1
20704,20785,-1
20704,32542,-1
20705,13659,8
20709,15451,-1
20711,13659,7
20711,15451,6
20713,20785,-1
20714,4107,8
20714,13659,2
20716,16199,5
20717,1887,9
20722,4053,-1
20724,10702,4
20728,13659,-1
20732,15451,9
20732,17777,6
20732,20785,10
20733,1887,10
20733,13659,10
20733,20785,9
20734,5784,-1
20735,14735,10
20737,13659,8
20739,20785,9
20741,8171,5
20742,17777,8
20742,20785,9
20746,13659,9
20748,13659,8
20748,20785,7
20749,1887,-1
20750,1887,6
20750,13659,6
20754,1887,9
20754,2148,3
20754,5262,9
20757,5262,6
20759,1887,9
20761,2331,7
20761,13659,4
20761,16199,6
20762,13659,7
20762,15451,8
20764,13659,7
20765,5262,8
20765,32542,8
20766,5262,7
20766,13659,8
20766,17777,8
20766,20785,9
20767,10197,-1
20769,4107,7
20769,10681,8
20769,20785,6
20771,15451,-1
20774,5262,8
20777,15451,7
20780,167,6
20780,1887,8
20781,20785,7
20782,15451,7
20784,1887,6
20784,13659,9
20787,2071,-1
20790,13659,8
20795,4053,10
20795,13659,7
20796,1887,8
20797,1887,-1
20797,5262,-1
20798,13659,7
20798,15451,10
20798,17777,9
20799,5784,-1
20799,14735,-1
20806,4107,8
20806,13659,9
20807,1887,3
20810,1887,9
20810,10934,8
20810,16317,7
20810,17777,8
20810,22123,8
20811,4107,10
20811,13659,8
20811,15451,8
20811,17777,6
20811,20785,8
20812,1887,9
20812,13659,9
20814,32542,8
20815,4107,9
20819,5155,7
20821,15451,10
20822,15451,7
20824,10681,7
20829,13659,9
20829,32542,8
20830,651,5
20830,4107,8
20834,15451,9
20839,1887,7
20839,4107,8
20839,32542,8
20841,13659,-1
20842,1887,8
20848,15451,10
20849,4053,-1
20853,15451,9
20859,1887,7
20859,13659,7
20861,1887,6
20862,15451,9
20863,13659,-1
20863,20785,-1
20866,5262,-1
20866,17777,-1
20871,1887,2
20871,13659,5
20872,10681,-1
20874,2148,9
20874,5784,10
20877,15451,-1
20877,20785,-1
20881,167,10
20881,3318,7
20881,7744,7
20881,13659,10
20881,15451,10
20881,17777,7
20881,20785,10
20882,4107,8
20886,15451,8
20888,4053,10
20888,20785,10
20889,13659,9
20889,15451,10
20889,17777,6
20889,20785,9
20896,15451,8
20896,20785,9
20901,1887,-1
20901,2148,-1
20903,20785,7
20904,1887,6
20904,4107,10
20904,5784,9
20909,167,8
20909,4107,6
20911,167,-1
20911,4312,-1
20912,13659,7
20912,15451,6
20915,1887,-1
20916,13659,-1
20922,1887,-1
20924,167,7
20924,1887,7
20924,13659,9
20924,15451,7
20925,1887,10
20926,1887,9
20929,13659,10
20929,16199,6
20934,2148,10
20934,4053,10
20934,5262,9
20937,1887,-1
20939,4107,7
20939,10681,6
20939,10702,6
20939,13659,8
20939,15451,5
20939,17777,5
20939,20785,8
20944,2148,5
20944,5262,6
20947,5262,6
20951,5784,5
20954,167,8
20954,5262,9
20954,5684,7
20954,16419,7
20955,1887,9
20959,1887,6
20960,5262,-1
20961,2148,7
20961,5784,7
20961,16317,6
20963,32542,6
20964,15451,8
20970,10262,7
20970,19133,5
20971,2148,-1
20971,5262,5
20972,13659,9
20973,13659,7
20979,5262,5
20981,1887,8
20983,1887,4
20990,1887,7
20992,167,8
20992,13659,6
20992,15451,6
20992,20785,7
20993,1887,9
20995,10681,6
20996,1887,6
20996,4107,7
20996,10934,6
20996,15451,5
20996,20785,10
20998,15451,8
20998,20785,8
20999,2071,8
21000,13659,7
21002,1887,8
21002,4107,9
21002,13659,9
21002,17777,6
21003,1887,8
21006,1887,8
21006,13659,9
21009,1887,7
21009,13659,8
21012,5262,-1
21017,13659,8
21017,20785,8
21018,1887,7
21018,13659,6
21019,1887,-1
21019,10681,-1
21019,13659,-1
21020,1887,7
21021,1887,8
21021,13659,9
21021,15451,-1
21021,17777,7
21021,20785,8
21024,13659,8
21024,15451,-1
21024,20785,6
21025,5262,8
21025,13659,9
21025,15451,8
21025,17777,8
21026,13659,9
21027,13659,9
21027,15451,7
21027,20785,10
21032,22123,-1
21033,3318,7
21033,4053,7
21033,13659,6
21033,15451,6
21033,20785,6
21033,22123,6
21033,32542,6
21033,33021,6
21035,15451,10
21035,20785,8
21036,1887,8
21036,13659,8
21036,17777,-1
21036,20785,7
21043,15451,9
21044,1887,8
21044,13659,8
21044,15451,9
21044,16317,6
21044,17777,7
21044,20785,8
21045,167,9
21045,6182,8
21048,1887,-1
21048,2148,-1
21048,4107,7
21048,32542,-1
21050,5784,-1
21051,13659,-1
21051,15451,-1
21053,2355,8
21056,15451,8
21061,17777,7
21062,13659,9
21062,15451,9
21068,1887,6
21068,10934,8
21068,13659,10
21068,15451,-1
21072,1887,7
21073,13659,-1
21075,1887,5
21075,13659,5
21075,22123,6
21079,2071,2
21080,167,7
21080,10681,7
21081,1887,7
21082,1887,9
21082,5262,4
21082,13659,9
21083,16199,5
21084,3318,8
21084,13659,9
21085,1887,7
21085,4107,8
21086,1887,9
21086,13659,8
21086,20785,8
21088,1887,9
21088,13659,8
21088,15451,8
21088,17777,7
21088,20785,9
21090,13659,10
21090,15451,10
21090,17777,7
21090,20785,10
21092,1887,10
21093,167,8
21093,1887,8
21093,2355,6
21093,5262,5
21093,20785,7
21098,13659,7
21098,15451,-1
21100,1887,6
21102,5096,7
21103,4107,-1
21103,8171,-1
21103,15451,-1
21103,20785,-1
21106,13659,9
21106,15451,8
21106,20785,8
21108,1887,-1
21108,13659,-1
21110,167,9
21110,4107,6
21111,1887,7
21113,1887,8
21115,13659,7
21117,10546,7
21118,5784,8
21121,1887,-1
21123,1887,9
21123,5262,8
21125,1887,9
21127,13659,7
21129,5155,8
21129,15451,10
21129,20785,9
21130,1887,8
21130,5262,9
21131,16610,3
21132,1887,-1
21134,651,-1
21137,1887,8
21137,17777,6
21138,2148,6
21140,1887,9
21141,13659,-1
21141,15451,-1
21142,5262,-1
21145,4107,10
21145,10681,9
21145,32542,8
21146,1887,8
21147,13659,4
21147,15451,8
21147,17777,6
21151,5262,-1
21153,1887,10
21153,15451,7
21155,1887,6
21157,4107,-1
21158,1887,8
21160,8171,10
21160,10420,10
21160,13659,10
21160,15451,10
21161,1887,7
21161,2148,8
21165,971,7
21165,5031,-1
21165,10681,7
21165,10702,-1
21165,10934,7
21165,13659,8
21165,16199,-1
21166,2148,5
21171,10197,10
21171,13659,10
21171,20785,9
21174,13659,7
21174,15451,5
21174,20785,4
21176,13659,6
21177,971,8
21177,13659,6
21180,1887,7
21180,4107,9
21180,13659,7
21180,14735,7
21180,20785,7
21180,22123,7
21184,1887,9
21184,5784,3
21187,4107,9
21190,4107,9
21192,1887,9
21193,4053,8
21194,1887,-1
21194,5262,-1
21194,5684,-1
21194,16419,-1
21195,1887,5
21195,13659,5
21197,167,-1
21197,1887,8
21204,167,9
21204,13659,9
21204,15451,7
21204,20785,7
21204,22123,5
21204,32542,7
21206,10934,10
21206,13659,10
21206,15451,10
21206,17777,9
21206,20785,10
21208,10681,9
21208,13659,9
21208,15451,9
21208,17777,7
21208,20785,10
21211,167,8
21211,651,5
21211,3318,9
21211,13659,8
21211,15451,7
21211,20785,9
21215,1887,-1
21215,5262,-1
21215,17777,-1
21215,20785,-1
21217,13659,7
21217,15451,7
21222,10702,5
21224,13659,8
21225,13659,8
21226,10681,-1
21226,13659,10
21226,15451,10
21226,32542,10
21229,167,8
21229,1887,9
21229,5262,9
21230,15451,7
21231,1887,-1
21231,8297,-1
21232,13659,4
21232,15451,7
21232,20785,6
21234,3318,-1
21234,8297,-1
21234,13659,-1
21234,15451,-1
21235,15451,9
21239,1887,7
21244,1887,8
21244,2355,5
21246,13659,9
21247,13659,8
21249,15451,6
21251,167,7
21251,15451,8
21251,20785,8
21255,1887,9
21255,13659,10
21259,20785,10
21260,3318,8
21260,13659,9
21260,15451,9
21260,16199,8
21260,17777,7
21260,20785,7
21260,22123,7
21261,10681,8
21262,10546,5
21265,13659,9
21265,16317,6
21265,20785,10
21265,22123,8
21266,4107,4
21266,13659,6
21266,16199,6
21266,19133,6
21267,2148,8
21268,5784,7
21268,13659,8
21268,20785,8
21270,1887,8
21270,13659,8
21270,15451,6
21270,17777,7
21275,1887,8
21275,4107,9
21276,1887,5
21276,4107,6
21276,5262,7
21277,13659,8
21280,13659,8
21280,15451,8
21280,17777,6
21280,20785,8
21281,13659,8
21282,1887,4
21287,13659,-1
21287,15451,-1
21287,17777,-1
21290,1887,7
21290,13659,8
21293,15451,-1
21296,1887,-1
21296,13659,6
21296,15451,-1
21296,17777,-1
21296,20785,-1
21296,32542,-1
21298,4107,9
21298,32542,8
21304,22123,7
21305,5262,9
21305,5784,8
21305,32542,10
21306,15451,8
21307,167,7
21307,3318,2
21307,10681,5
21307,13659,10
21307,15451,10
21307,17777,3
21307,20785,10
21307,32542,8
21308,4107,9
21313,2148,10
21314,1887,-1
21314,13659,-1
21325,15451,8
21325,19133,7
21327,13659,8
21329,1887,9
21329,13659,9
21329,32542,8
21330,10934,8
21330,13659,9
21330,15451,8
21331,1887,8
21331,13659,8
21336,1887,7
21336,4107,8
21336,13659,7
21336,15451,4
21336,16317,2
21336,17777,6
21337,1887,8
21340,13659,6
21340,15451,6
21340,16199,4
21340,16317,8
21340,16610,6
21340,17777,5
21340,19133,6
21342,13659,9
21342,15451,10
21344,1887,7
21345,15451,7
21345,17777,6
21346,13659,-1
21347,167,8
21351,167,8
21351,13659,9
21351,15451,9
21351,17777,6
21351,20785,7
21354,15451,9
21357,4107,-1
21357,10681,-1
21357,10770,-1
21357,10934,-1
21357,13659,-1
21357,15451,-1
21357,16199,-1
21357,17777,-1
21357,18653,-1
21357,20785,8
21357,32542,7
21364,10681,-1
21364,13659,-1
21367,1887,8
21367,13659,8
21367,17777,6
21370,4053,-1
21370,15451,10
21370,20785,9
21376,5262,6
21379,1887,-1
21382,1887,5
21382,10702,1
21382,13659,9
21382,15451,7
21382,17777,7
21382,20785,9
21383,10681,7
21383,13659,7
21383,15451,6
21384,10420,-1
21387,13659,10
21387,20785,10
21388,1887,8
21388,5262,10
21388,32542,9
21389,167,7
21389,4053,10
21389,14735,8
21389,20785,9
21392,1887,8
21392,13659,-1
21393,651,-1
21393,4107,-1
21393,13659,-1
21393,20785,-1
21396,13659,8
21396,20785,7
21399,1887,10
21399,13659,-1
21401,15451,7
21401,20785,8
21405,13659,9
21405,15451,9
21409,8171,6
21411,20785,9
21416,1887,6
21420,1887,10
21420,15451,8
21422,15451,10
21423,1887,9
21423,10197,8
21426,15451,-1
21429,16317,6
21430,13659,8
21430,15451,7
21432,2355,1
21435,15451,8
21436,13659,8
21436,15451,9
21441,1887,7
21444,8171,6
21448,15451,-1
21449,4053,5
21452,1887,9
21452,2148,4
21452,5262,10
21453,1887,10
21458,1887,10
21458,4107,10
21458,5262,10
21458,10934,10
21458,15451,10
21458,16199,8
21461,32542,-1
21463,2148,7
21463,13659,6
21464,13659,10
21464,15451,10
21464,17777,10
21464,20785,10
21465,4107,8
21465,13659,6
21466,5262,6
21468,1887,-1
21468,10681,9
21469,2355,7
21474,4107,-1
21475,13659,-1
21475,17777,-1
21476,2148,-1
21476,22123,-1
21481,5262,7
21482,20785,9
21485,10702,-1
21487,651,4
21487,8141,6
21487,15451,4
21487,16199,5
21487,20785,3
21488,1887,-1
21490,1887,-1
21491,3318,-1
21491,13659,-1
21491,15451,-1
21491,17777,-1
21492,15451,9
21494,1887,10
21494,4107,-1
21495,167,-1
21495,20785,9
21495,22123,5
21496,971,-1
21497,15451,8
21497,20785,7
21499,13659,9
21503,1887,10
21503,13659,10
21504,13659,8
21504,16317,7
21504,17777,7
21504,20785,9
21505,4107,8
21507,10702,8
21507,15451,8
21508,1488,9
21508,13659,10
21510,971,-1
21510,1887,-1
21510,2148,-1
21510,5244,-1
21511,1887,8
21511,13659,9
21511,16199,7
21511,16317,8
21511,19115,8
21511,22123,9
21512,1887,-1
21512,32542,-1
21513,4107,10
21515,1887,8
21516,32542,-1
21519,2148,5
21521,1887,10
21521,5262,10
21524,1887,9
21525,5262,7
21528,15451,8
21528,20785,9
21529,1887,9
21529,7744,5
21529,10681,8
21529,13659,9
21529,15451,9
21530,13659,7
21531,15451,8
21532,1887,-1
21532,4107,-1
21532,13659,9
21532,15451,8
21532,17777,-1
21532,20785,6
21533,13659,9
21535,20785,3
21536,5262,6
21537,2148,9
21538,1887,8
21538,2355,8
21538,4107,9
21539,15451,6
21539,20785,8
21540,167,-1
21545,1887,8
21545,5262,8
21547,1887,10
21552,15451,8
21553,15451,7
21557,15451,7
21559,1887,9
21559,13659,9
21559,16199,7
21560,651,5
21560,4107,8
21561,10934,8
21562,1887,8
21562,13659,9
21563,13659,8
21564,167,-1
21564,1887,-1
21564,5244,-1
21564,13659,-1
21567,167,7
21567,4107,9
21567,15451,7
21567,20785,7
21568,1488,9
21568,2331,8
21568,2355,8
21568,5031,8
21569,13659,8
21569,15451,9
21570,1887,-1
21571,4107,6
21571,20785,7
21572,167,8
21572,1887,7
21572,4107,8
21574,4053,7
21574,13659,7
21577,13659,6
21579,13659,-1
21583,2355,7
21583,10681,6
21583,19115,8
21586,13659,8
21586,15451,8
21587,13659,8
21588,651,7
21588,5262,6
21588,10934,9
21588,13659,7
21588,15451,10
21588,17777,6
21588,20785,10
21588,32542,7
21589,8171,8
21589,15451,7
21591,10770,7
21591,13659,3
21591,15451,8
21591,20785,5
21592,13659,8
21592,15451,8
21592,17777,7
21592,20785,8
21598,15451,-1
21598,17777,-1
21599,13659,9
21599,15451,-1
21600,15451,4
21600,17777,4
21601,20785,7
21603,13659,6
21607,13659,8
21607,17777,8
21607,22123,4
21612,7744,6
21613,167,7
21613,1887,8
21613,4053,8
21613,13659,8
21613,16199,8
21613,16317,5
21613,20785,9
21613,22123,7
21613,32542,5
21614,13659,-1
21614,15451,-1
21614,17777,-1
21614,20785,-1
21615,15451,9
21616,1887,6
21616,13659,4
21616,15451,7
21619,32542,6
21621,1887,8
21621,3318,-1
21621,4053,7
21622,20785,8
21627,1887,-1
21631,4053,10
21631,15451,10
21633,32542,8
21639,1887,4
21639,10934,4
21639,13659,6
21640,971,5
21640,1068,5
21640,4107,6
21640,5262,5
21640,8171,5
21640,10702,6
21640,10934,5
21640,13659,3
21640,15451,7
21640,17777,6
21640,22123,3
21643,1887,8
21644,1887,5
21644,10681,7
21644,13659,8
21644,16317,3
21646,1887,8
21646,4107,-1
21646,5262,8
21646,13659,-1
21647,20785,-1
21649,13659,9
21649,15451,6
21651,20785,7
21658,1887,5
21659,13659,10
21659,15451,9
21659,17777,9
21659,22123,8
21659,32542,10
21661,2148,9
21662,1887,7
21666,13659,8
21667,10681,7
21669,15451,9
21673,13659,9
21673,15451,10
21674,1887,9
21674,5262,9
21675,1887,8
21675,5262,8
21675,13659,8
21675,15451,7
21675,17777,7
21675,20785,7
21675,32542,8
21676,4107,7
21679,1887,8
21679,13659,8
21679,20785,8
21681,5262,9
21681,10197,-1
21681,10702,-1
21684,4107,8
21684,10702,8
21684,13659,9
21684,15451,7
21685,10770,-1
21685,10934,-1
21685,13659,-1
21685,15451,-1
21685,17777,-1
21685,20785,-1
21685,22123,-1
21687,1887,7
21687,4107,7
21687,20785,5
21688,1887,7
21688,13659,7
21692,10197,2
21696,15451,9
21696,20785,9
21696,32542,9
21699,1887,9
21699,13659,9
21700,167,8
21701,1887,10
21702,1887,4
21702,2355,10
21702,20785,6
21703,5262,7
21703,20785,8
21706,1887,10
21707,15451,9
21710,1887,10
21710,2148,9
21711,10934,10
21711,13659,10
21711,15451,10
21716,10681,7
21723,4107,-1
21723,5684,-1
21726,10702,8
21726,13659,8
21726,15451,7
21727,1887,8
21727,13659,-1
21727,14735,-1
21730,167,7
21733,15451,-1
21733,17777,-1
21734,10681,6
21735,1887,8
21735,5262,5
21736,4107,8
21737,9220,7
21745,1887,8
21745,10681,7
21747,5262,7
21748,1887,9
21748,5244,9
21748,5262,8
21748,9220,9
21748,10681,8
21748,10934,8
21748,13659,8
21748,15451,8
21748,17777,7
21748,32542,8
21749,4107,7
21749,10681,-1
21750,32542,9
21752,167,9
21752,1887,7
21752,10681,6
21752,20785,2
21752,32542,5
21757,10702,8
21757,13659,8
21757,20785,8
21758,32542,9
21760,1887,8
21760,13659,6
21760,20785,6
21763,1887,5
21763,13659,5
21763,15451,5
21764,13659,10
21764,17777,8
21764,20785,10
21767,17777,-1
21769,5262,-1
21771,4107,9
21773,1887,9
21773,5684,-1
21773,15451,-1
21773,16419,-1
21778,1887,8
21778,4107,8
21778,10197,7
21778,13659,8
21778,15451,8
21778,20785,9
21781,20785,9
21782,5262,4
21784,4107,9
21786,167,6
21786,13659,9
21786,15451,10
21786,20785,10
21787,5784,6
21788,651,-1
21788,1887,-1
21788,4107,10
21789,167,6
21789,1887,9
21789,20785,3
21789,22123,4
21791,1887,8
21794,15451,-1
21796,1887,9
21796,9220,8
21796,10681,10
21796,13659,10
21796,15451,10
21796,17777,10
21796,20785,10
21796,22123,10
21796,32542,10
21799,1887,10
21807,1887,9
21807,3318,9
21808,8171,10
21815,1887,10
21817,2148,6
21817,5262,8
21818,1887,6
21818,13659,6
21818,20785,6
21819,20785,7
21822,651,-1
21824,3318,10
21825,2148,-1
21828,1887,9
21829,1887,10
21829,9220,6
21829,10681,9
21829,13659,8
21829,20785,9
21830,4107,9
21833,13659,10
21835,10702,8
21837,167,-1
21837,1887,-1
21838,1887,-1
21839,1887,9
21841,167,8
21841,4053,9
21841,20785,10
21841,22123,6
21842,1887,8
21842,5262,7
21842,13659,8
21842,14735,7
21842,17777,6
21842,20785,7
21842,22123,-1
21848,1887,7
21850,1887,5
21851,4107,-1
21853,1887,9
21853,10197,7
21853,13659,8
21854,1887,-1
21854,4053,-1
21854,4107,-1
21854,4312,9
21854,5096,10
21854,5244,-1
21854,13659,10
21854,32735,-1
21856,10934,5
21856,13659,10
21856,20785,7
21856,28851,10
21860,1887,8
21860,5262,8
21860,10681,9
21863,1887,8
21863,4053,9
21863,20785,8
21864,13659,8
21864,20785,7
21864,32542,7
21865,13659,-1
21867,13659,9
21867,17777,10
21867,20785,7
21873,1887,6
21876,1887,10
21877,4107,6
21881,167,-1
21881,1887,-1
21881,4053,-1
21881,5262,-1
21881,13659,-1
21881,14735,-1
21881,17777,-1
21885,1887,-1
21888,10681,7
21893,3329,5
21894,13659,8
21894,20785,7
21895,1887,7
21895,14735,-1
21896,1887,6
21896,4053,7
21896,5155,8
21896,10702,7
21898,1887,5
21905,1887,7
21908,1887,8
21909,2148,1
21909,5155,8
21909,5784,7
21909,9220,5
21909,13659,8
21909,16610,-1
21909,32542,7
21910,13659,2
21912,167,8
21914,2148,9
21914,3318,9
21914,5155,9
21914,5784,9
21918,20785,10
21920,1887,10
21920,5262,10
21920,13659,10
21920,32542,6
21921,13659,8
21922,1887,10
21922,5262,8
21922,5684,8
21922,16419,8
21923,1887,10
21924,1887,8
21926,1887,7
21926,10681,7
21926,13659,8
21926,14735,-1
21926,20785,7
21926,32542,7
21929,1887,9
21933,15451,7
21940,1887,9
21943,13659,7
21943,15451,6
21943,17777,3
21943,20785,6
21949,5262,10
21950,13659,7
21952,13659,8
21952,15451,9
21952,20785,8
21960,5262,6
21961,20785,6
21963,20785,8
21965,13659,7
21965,15451,8
21969,8171,9
21970,20785,7
21973,1887,-1
21974,10934,6
21974,13659,10
21974,15451,10
21974,17777,8
21976,651,1
21976,10770,1
21976,20785,6
21976,32542,6
21979,1887,10
21979,5262,10
21979,22123,7
21981,4107,9
21985,1887,10
21985,13659,10
21985,32542,10
21987,651,-1
21987,1887,8
21989,1887,10
21989,4107,7
21990,9220,6
21990,10681,8
21990,10702,8
21990,10934,7
21990,13659,7
21990,15451,5
21990,16199,6
21992,19115,-1
21993,15451,8
21995,1887,8
21996,5262,9
21997,10934,-1
21998,1887,10
21998,2148,7
21999,20785,7
22004,1887,5
22004,10934,8
22004,13659,9
22004,17777,6
22004,20785,7
22004,22123,8
22004,32542,7
22008,5262,9
22009,5262,8
22009,10934,8
22010,2148,8
22010,4107,8
22011,2148,7
22013,5262,6
22013,20785,8
22014,1887,-1
22014,15451,-1
22014,20785,-1
22014,22123,-1
22019,2148,6
22020,14735,9
22021,1887,-1
22024,13659,8
22026,1887,10
22026,3318,-1
22026,13659,9
22026,20785,9
22026,32542,-1
22028,1887,7
22028,13659,8
22030,1887,-1
22032,5262,9
22034,4107,7
22035,13659,9
22035,15451,8
22035,17777,7
22035,20785,10
22035,32542,9
22036,13659,8
22036,15451,9
22039,1887,6
22039,2148,3
22039,4107,7
22039,10197,5
22039,17777,5
22041,4107,10
22041,13659,6
22041,20785,7
22046,1887,10
22047,651,7
22047,1887,9
22049,2148,-1
22052,10681,8
22052,17777,-1
22052,20785,8
22060,16199,7
22061,1887,8
22061,3318,8
22061,7744,5
22062,1887,7
22062,9220,7
22062,10197,7
22062,13659,6
22062,15451,5
22062,16199,7
22062,16317,6
22062,18639,7
22062,19133,7
22062,20785,3
22062,22123,7
22062,32542,7
22062,32735,5
22066,1887,9
22066,13659,10
22066,22123,9
22068,5262,9
22069,5784,10
22070,1887,10
22070,13659,8
22070,17777,6
22070,20785,8
22070,32542,7
22071,1887,8
22076,4107,9
22076,20785,8
22079,1887,9
22080,20785,6
22081,167,9
22081,20785,-1
22081,22123,-1
22082,5262,-1
22083,1887,8
22083,17777,7
22083,32542,6
22084,2148,-1
22087,2148,7
22087,5262,7
22087,5784,7
22087,13659,7
22088,4053,-1
22089,2148,9
22089,10197,10
22089,10681,9
22090,3318,8
22098,2148,6
22098,5784,8
22098,10197,6
22098,10934,7
22099,1887,8
22099,5262,9
22099,10420,6
22099,10546,6
22099,10681,-1
22099,10770,-1
22099,13659,-1
22099,15451,-1
22099,16419,8
22099,18653,-1
22099,20785,-1
22099,32542,-1
22100,1887,10
22104,1887,9
22104,5262,10
22106,1887,7
22109,2148,6
22109,13659,8
22111,1887,8
22111,2148,5
22111,19133,7
22112,1887,10
22116,13659,7
22123,15451,6
22123,20785,9
22125,1887,9
22129,3318,10
22131,4107,10
22131,15451,8
22137,13659,8
22149,971,5
22149,10934,7
22149,13659,10
22149,15451,8
22149,17777,9
22149,20785,7
22150,1887,7
22151,971,9
22151,1887,8
22151,17777,3
22151,20785,8
22153,1887,9
22154,4107,8
22154,10934,8
22154,13659,8
22154,15451,9
22154,17777,7
22154,20785,8
22155,5262,10
22162,1887,7
22163,2148,9
22163,10197,10
22163,32542,8
22164,1887,8
22166,5262,-1
22166,10681,-1
22166,13659,-1
22166,15451,-1
22166,17777,-1
22166,20785,-1
22166,32542,-1
22168,10702,6
22169,2148,6
22169,5784,6
22169,32542,7
22170,1887,9
22175,1887,9
22175,32542,7
22177,1887,7
22177,4107,9
22178,167,9
22178,1887,7
22183,1887,6
22187,10702,8
22187,15451,7
22187,20785,7
22187,32542,8
22188,2148,7
22188,3318,5
22189,4107,-1
22189,8171,-1
22191,4053,8
22191,14735,8
22196,1887,6
22196,4053,6
22196,10681,10
22198,13659,8
22198,20785,7
22201,4107,9
22201,9220,7
22203,1887,8
22203,13659,8
22206,3318,9
22207,1887,-1
22207,13659,-1
22207,15451,-1
22207,17777,-1
22207,20785,-1
22213,5262,9
22213,13659,9
22219,13659,-1
22220,1887,7
22220,20785,7
22222,1887,9
22223,4107,9
22224,2148,-1
22224,5262,-1
22231,10702,7
22236,20785,9
22241,5262,8
22241,9220,5
22241,13659,7
22241,32542,8
22243,1887,10
22244,1887,6
22244,9220,6
22244,13659,7
22244,16317,6
22244,32542,8
22247,3318,7
22253,10197,8
22255,10934,-1
22255,13659,-1
22255,17777,10
22255,20785,10
22255,22123,10
22256,13659,8
22256,15451,8
22256,20785,10
22259,7744,8
22259,13659,-1
22259,15451,9
22259,17777,7
22259,20785,9
22260,10197,-1
22260,16317,-1
22263,13659,10
22263,15451,10
22263,17777,10
22263,20785,10
22266,2148,8
22266,5262,8
22266,13659,10
22266,17777,8
22271,32542,5
22272,4107,8
22272,8297,7
22273,5191,10
22274,2148,2
22276,1887,-1
22278,4053,8
22278,13659,7
22278,14735,8
22278,15451,8
22278,17777,5
22278,20785,8
22281,2355,7
22281,19115,8
22284,1887,8
22284,5262,10
22285,32542,7
22288,1887,7
22289,10702,8
22289,15451,8
22294,10681,-1
22294,13659,-1
22294,15451,-1
22295,1887,-1
22295,5262,-1
22300,167,-1
22300,1887,-1
22300,9220,-1
22300,13659,-1
22300,15451,-1
22300,16199,-1
22300,20785,-1
22300,22123,-1
22301,1887,6
22306,15451,10
22307,1887,7
22308,5262,-1
22315,1887,6
22315,4107,8
22321,1887,10
22323,13659,10
22327,1887,9
22327,13659,6
22328,3318,-1
22329,1887,8
22331,13659,-1
22331,15451,9
22331,20785,-1
22333,167,9
22333,2148,10
22334,1887,-1
22334,2148,-1
22334,10681,-1
22334,32542,-1
22335,13659,7
22337,1887,-1
22338,1887,8
22338,32542,9
22341,10681,8
22341,13659,7
22341,17777,-1
22342,4053,-1
22342,8171,-1
22344,1887,7
22346,32542,7
22353,15451,9
22355,1887,8
22356,15451,8
22357,1887,8
22358,3318,8
22358,13659,-1
22361,8171,-1
22362,5784,7
22363,15451,1
22364,1887,1
22364,5262,3
22364,16199,3
22364,22123,3
22365,5262,9
22370,10197,9
22373,1887,9
22376,3318,7
22378,167,5
22378,1887,9
22378,5262,8
22378,10681,7
22378,13659,9
22378,14735,10
22378,22123,9
22380,5262,9
22383,2071,4
22385,13659,10
22385,15451,8
22385,20785,9
22385,22123,7
22387,32542,7
22389,1887,6
22389,13659,8
22389,15451,7
22389,20785,7
22390,10197,-1
22390,10934,-1
22391,1887,9
22391,10934,9
22394,1887,9
22394,3318,9
22394,4053,8
22394,5262,8
22394,10934,7
22394,13659,8
22394,15451,9
22394,17777,6
22394,20785,8
22394,32542,8
22397,1887,9
22397,15451,5
22397,20785,6
22402,1887,8
22402,4107,8
22402,14735,7
22402,19133,7
22403,2071,-1
22404,1887,7
22404,4107,8
22404,5784,8
22404,13659,8
22409,10197,6
22411,13659,5
22414,15451,7
22414,20785,7
22414,32735,4
22416,13659,8
22416,14735,7
